ageOfWife;ageOfHusband;AgeOfWife1stbirth;AgeofHusband1stbirth;educationWife;educationHusband;FrequencyInternetWife;FrequencyInternetHusband;Wealth;TypeofPlace;Totalchildren;Agechild;Sexthefirstchild
38;51;21;33;Secondary;Higher;NotAtAll;NotAtAll;Richest;Urban;2;17;M
40;41;16;17;Secondary;Higher;onceAweek;AlmostEveryday;Richest;Urban;2;24;M
37;36;19;18;Secondary;Primary;AlmostEveryday;NotAtAll;Richer;Urban;3;17;F
47;48;19;20;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;3;27;F
39;41;23;25;Secondary;Secondary;onceAweek;LessThanOnceAweek;Richest;Urban;3;15;F
44;50;30;35;Higher;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;1;14;M
45;49;14;17;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;5;31;M
25;29;17;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;7;F
38;40;27;28;Primary;Secondary;NotAtAll;At least once a week;Poorer;Urban;1;11;F
33;44;16;27;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;16;M
33;52;22;40;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;1;11;F
40;49;21;30;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;18;F
44;46;19;21;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;2;24;M
35;36;25;26;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;9;M
35;44;21;29;Secondary;Primary;NotAtAll;AlmostEveryday;Richer;Urban;3;14;F
30;34;23;27;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;6;F
45;49;22;25;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;22;M
37;37;25;25;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;12;F
45;50;22;26;Secondary;Higher;NotAtAll;NotAtAll;Richest;Rural;3;22;F
31;40;27;36;Higher;Higher;NotAtAll;AlmostEveryday;Richest;Urban;2;3;F
29;37;23;31;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;1;5;F
36;40;22;26;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;13;F
30;33;19;22;Secondary;Secondary;onceAweek;LessThanOnceAweek;Middle;Urban;2;10;M
47;52;21;26;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;2;26;F
40;47;18;20;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;4;22;F
41;54;17;29;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;24;F
26;28;18;20;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;1;7;F
33;34;21;21;Secondary;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;2;12;M
42;48;19;25;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;3;22;M
33;38;23;38;Secondary;Secondary;NotAtAll;At least once a week;Richer;Rural;2;10;F
44;46;18;21;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;25;F
34;37;27;29;Secondary;Primary;NotAtAll;NotAtAll;Richer;Rural;1;7;M
39;41;20;21;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;3;18;M
45;53;21;28;Secondary;Higher;NotAtAll;NotAtAll;Richer;Urban;3;24;F
31;32;30;31;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;0;M
32;37;24;28;Secondary;Secondary;NotAtAll;At least once a week;Middle;Urban;2;8;F
30;30;23;27;Secondary;Secondary;onceAweek;AlmostEveryday;Richer;Urban;2;6;M
24;26;19;20;Primary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;5;F
35;38;26;24;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;1;8;M
31;34;20;21;Primary;Secondary;NotAtAll;NotAtAll;Richer;Rural;2;10;M
30;36;24;29;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Rural;2;6;M
34;45;20;30;Secondary;Higher;NotAtAll;NotAtAll;Middle;Urban;3;13;F
28;44;25;41;Secondary;Higher;AlmostEveryday;NotAtAll;Middle;Urban;1;2;F
29;31;19;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;9;F
47;49;19;28;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;28;F
38;46;16;25;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;3;21;F
37;43;17;18;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;19;M
35;42;18;26;Secondary;Secondary;onceAweek;NotAtAll;Richer;Urban;2;16;M
31;46;20;36;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;3;10;F
25;27;24;99;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;0;M
46;52;18;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;27;M
35;39;22;26;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;13;M
25;39;19;34;Secondary;Secondary;NotAtAll;AlmostEveryday;Poorer;Urban;2;5;F
39;48;18;29;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;5;15;F
27;30;21;25;Primary;Secondary;onceAweek;NotAtAll;Poorer;Rural;1;5;M
44;52;23;32;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;20;M
31;54;23;46;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;7;F
30;43;28;40;Higher;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;1;2;M
31;35;24;28;Secondary;Primary;onceAweek;NotAtAll;Richer;Urban;1;6;M
27;35;23;30;Secondary;Primary;AlmostEveryday;NotAtAll;Richer;Urban;1;4;M
39;41;23;25;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;15;M
27;35;19;27;Secondary;Secondary;onceAweek;NotAtAll;Middle;Urban;2;8;M
39;32;34;27;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;5;F
40;45;22;28;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;3;17;F
46;45;20;20;Secondary;Secondary;onceAweek;AlmostEveryday;Richer;Urban;3;26;F
23;24;18;19;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Poorest;Urban;1;4;F
37;37;25;25;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;12;F
28;46;20;38;Secondary;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;1;7;M
41;49;32;40;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;1;9;M
27;27;20;21;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Middle;Rural;2;6;M
39;46;21;28;Secondary;Secondary;NotAtAll;At least once a week;Richest;Rural;2;18;F
27;28;21;21;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;2;6;M
38;44;18;24;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;19;F
44;54;18;27;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;26;F
28;42;27;19;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;0;M
33;34;22;25;Secondary;Higher;onceAweek;onceAweek;Richest;Rural;2;11;F
42;43;27;29;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;15;F
46;48;21;20;Secondary;No education;NotAtAll;NotAtAll;Poorest;Urban;3;25;F
43;42;18;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;3;25;F
48;46;32;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;1;16;F
45;49;19;22;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;25;M
22;25;21;99;Secondary;Secondary;onceAweek;NotAtAll;Richer;Urban;1;0;M
37;44;21;26;No education;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;16;F
29;33;15;20;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;13;F
25;31;20;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;5;F
32;42;23;34;Primary;No education;NotAtAll;NotAtAll;Middle;Rural;1;8;M
23;25;18;20;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Rural;1;4;F
35;40;29;29;Secondary;Secondary;onceAweek;NotAtAll;Middle;Urban;1;6;M
44;53;24;26;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;3;19;M
43;47;21;29;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;22;F
34;32;31;30;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Richer;Urban;1;2;F
32;40;24;32;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Rural;2;8;F
29;47;22;24;Secondary;Primary;onceAweek;NotAtAll;Richer;Rural;2;7;F
43;47;17;21;Primary;Secondary;NotAtAll;NotAtAll;Richer;Rural;4;25;F
44;52;20;35;Secondary;Higher;NotAtAll;NotAtAll;Middle;Rural;5;24;M
24;27;20;24;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Richer;Urban;1;4;F
44;47;18;25;Primary;Secondary;NotAtAll;NotAtAll;Richest;Urban;3;26;F
42;41;18;29;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;4;18;M
37;43;26;31;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;9;M
48;51;26;27;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;22;F
40;54;11;31;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;29;M
39;42;21;23;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;18;F
36;42;27;34;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;8;F
34;42;23;31;Secondary;Secondary;NotAtAll;At least once a week;Richer;Rural;2;11;F
49;53;16;22;Primary;Primary;NotAtAll;NotAtAll;Richest;Urban;3;32;M
40;51;13;39;No education;No education;NotAtAll;NotAtAll;Middle;Urban;5;24;F
44;52;18;28;No education;No education;NotAtAll;NotAtAll;Poorer;Urban;3;26;M
38;38;29;30;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;2;8;M
42;42;21;21;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;21;M
40;46;23;30;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;16;F
34;39;20;25;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;2;14;M
38;41;29;27;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;8;F
38;46;22;31;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;15;F
39;46;13;20;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;26;M
32;36;28;18;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;1;4;F
34;39;20;19;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;3;14;F
47;48;21;21;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Rural;4;23;M
36;35;25;22;Higher;Secondary;AlmostEveryday;AlmostEveryday;Middle;Rural;2;11;M
45;44;27;20;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;18;M
45;51;21;33;Primary;Higher;NotAtAll;NotAtAll;Richest;Rural;2;24;M
27;31;16;99;Secondary;Secondary;AlmostEveryday;NotAtAll;Poorer;Urban;2;11;F
34;39;16;21;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;18;M
25;36;21;32;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;1;4;M
38;42;19;25;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;16;F
36;42;19;17;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;2;17;M
20;24;18;23;Primary;Secondary;AlmostEveryday;AlmostEveryday;Poorer;Urban;2;1;M
25;28;22;25;Secondary;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;1;3;F
44;47;20;21;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;24;M
37;35;18;30;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Rural;2;19;M
32;35;18;22;Primary;Secondary;onceAweek;AlmostEveryday;Richest;Rural;1;13;F
38;32;37;25;Secondary;Higher;NotAtAll;AlmostEveryday;Middle;Rural;1;0;M
40;47;17;29;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;18;F
35;38;20;24;Primary;Secondary;NotAtAll;At least once a week;Richer;Rural;1;15;F
41;50;16;23;Primary;Secondary;NotAtAll;NotAtAll;Richest;Urban;1;24;M
36;41;21;26;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;15;F
29;37;20;28;Secondary;Primary;NotAtAll;NotAtAll;Middle;Rural;1;9;F
39;41;17;19;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;3;21;M
38;42;17;21;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;21;M
37;37;15;25;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;3;21;F
26;29;24;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;1;1;M
40;44;21;25;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;2;19;F
25;34;19;28;Secondary;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;2;6;M
44;44;26;19;Secondary;Secondary;AlmostEveryday;At least once a week;Richer;Urban;2;18;F
37;40;18;22;Primary;Secondary;onceAweek;AlmostEveryday;Richest;Urban;3;19;M
22;26;17;21;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;5;M
32;39;21;27;Secondary;Secondary;onceAweek;AlmostEveryday;Richest;Urban;2;11;F
26;29;21;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;4;F
44;48;23;27;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;5;20;F
44;45;19;20;Primary;Primary;NotAtAll;NotAtAll;Richest;Urban;4;24;F
24;25;22;23;Secondary;Primary;AlmostEveryday;NotAtAll;Richest;Urban;1;2;M
35;37;16;19;Primary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;2;18;M
43;50;24;31;Secondary;Secondary;AlmostEveryday;At least once a week;Richest;Urban;1;19;F
47;49;21;24;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;5;24;M
44;49;24;28;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;20;F
38;41;19;22;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;19;F
26;26;24;24;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;1;F
24;27;21;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;2;M
47;52;12;17;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;6;33;F
39;42;26;29;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;2;12;F
36;38;24;26;Secondary;Secondary;LessThanOnceAweek;AlmostEveryday;Middle;Urban;1;12;M
34;38;27;30;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;2;M
35;39;13;18;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;21;M
47;49;24;20;No education;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;0;F
44;50;22;23;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;3;21;F
31;46;16;31;Primary;Primary;AlmostEveryday;AlmostEveryday;Richest;Rural;2;14;M
27;27;20;20;Primary;Primary;AlmostEveryday;AlmostEveryday;Poorest;Rural;1;7;M
32;36;21;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Rural;2;11;M
25;28;18;21;Secondary;Secondary;onceAweek;AlmostEveryday;Richest;Rural;2;7;M
25;25;24;24;Secondary;Secondary;onceAweek;onceAweek;Middle;Rural;1;1;F
43;50;17;25;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;25;M
42;41;28;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Rural;3;14;F
39;44;19;25;Secondary;Secondary;LessThanOnceAweek;AlmostEveryday;Richest;Rural;1;19;F
38;35;24;21;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Rural;3;14;F
40;51;20;31;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Rural;2;20;F
29;29;26;26;Secondary;Secondary;onceAweek;AlmostEveryday;Richer;Rural;1;3;M
35;35;25;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;9;M
27;35;21;29;Secondary;Secondary;AlmostEveryday;At least once a week;Richest;Urban;2;5;M
36;38;19;20;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;3;17;F
33;35;27;29;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;6;M
27;27;25;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;2;F
36;40;22;22;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;14;M
43;52;10;21;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;3;32;F
45;49;21;25;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;4;23;F
27;31;19;23;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;7;M
46;46;20;20;Primary;Secondary;NotAtAll;NotAtAll;Richest;Urban;3;26;M
40;45;19;19;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;21;F
39;40;25;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;2;13;F
40;51;17;28;Primary;No education;NotAtAll;NotAtAll;Poorer;Rural;1;23;M
33;37;21;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Rural;2;12;M
45;48;18;21;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;27;F
27;29;25;28;Primary;Primary;LessThanOnceAweek;NotAtAll;Middle;Rural;1;1;M
43;49;15;25;No education;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;21;F
47;47;17;22;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;5;30;F
28;31;22;25;Primary;Secondary;AlmostEveryday;NotAtAll;Middle;Urban;2;6;M
46;45;14;15;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;4;32;M
20;22;19;20;Secondary;Secondary;onceAweek;AlmostEveryday;Poorest;Urban;1;1;F
36;41;31;36;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;5;M
43;48;21;27;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;3;21;F
27;33;20;26;Primary;Secondary;AlmostEveryday;LessThanOnceAweek;Richer;Urban;1;7;M
45;49;24;28;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;2;20;M
38;43;18;23;Primary;Primary;AlmostEveryday;AlmostEveryday;Richest;Urban;3;20;F
41;42;21;23;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;5;19;M
39;42;24;28;Secondary;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;2;14;F
41;45;22;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;4;19;F
40;36;32;28;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;3;8;F
27;32;24;29;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;2;M
41;43;18;19;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;2;22;M
24;28;20;24;Primary;Secondary;NotAtAll;AlmostEveryday;Middle;Urban;1;4;F
29;37;21;29;Secondary;Higher;NotAtAll;AlmostEveryday;Middle;Urban;1;8;M
35;40;18;23;Secondary;Primary;NotAtAll;AlmostEveryday;Richer;Urban;3;14;M
29;33;20;25;Secondary;Secondary;NotAtAll;At least once a week;Richer;Urban;2;9;M
46;48;14;18;No education;No education;NotAtAll;NotAtAll;Poorer;Urban;3;30;F
37;39;19;20;Secondary;Primary;NotAtAll;NotAtAll;Richer;Urban;3;17;F
32;34;19;21;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;1;13;F
37;39;20;23;Primary;Secondary;NotAtAll;NotAtAll;Richer;Rural;2;16;F
45;48;15;18;Primary;Primary;NotAtAll;NotAtAll;Richer;Rural;3;30;M
38;44;15;21;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;3;22;M
31;38;18;25;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;13;M
27;35;19;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Rural;2;7;F
26;29;18;20;Primary;Secondary;AlmostEveryday;AlmostEveryday;Poorer;Rural;1;8;F
19;31;17;29;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;1;2;M
48;53;21;29;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;27;F
36;38;17;29;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;3;19;F
35;36;26;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;8;M
49;48;27;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;21;F
36;41;27;32;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;8;M
45;50;22;28;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;2;22;F
43;46;23;25;Secondary;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;3;20;F
47;49;25;27;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;2;22;F
29;34;19;24;Secondary;Primary;NotAtAll;AlmostEveryday;Richest;Urban;2;10;M
29;35;21;27;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Urban;2;8;F
44;49;20;25;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;1;24;M
46;44;16;99;No education;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;30;F
37;42;17;23;Secondary;Primary;NotAtAll;NotAtAll;Richer;Urban;4;20;F
24;25;22;24;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;1;M
22;30;17;25;Secondary;Primary;AlmostEveryday;AlmostEveryday;Middle;Urban;2;5;M
49;54;23;28;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;4;25;F
27;26;22;21;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;5;F
37;44;26;34;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;10;M
48;53;20;26;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;3;27;F
34;40;24;30;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;9;M
38;51;21;33;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;17;M
35;37;27;29;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;8;M
41;44;21;24;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Richest;Urban;3;19;F
45;32;22;21;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;22;M
37;48;25;37;Secondary;Higher;NotAtAll;NotAtAll;Richer;Urban;2;11;F
33;39;19;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;3;5;M
45;45;23;22;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;22;M
43;47;43;47;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;0;M
41;43;27;29;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;3;13;M
41;46;20;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;4;20;F
35;34;27;27;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;7;F
38;47;27;37;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;10;F
35;39;26;31;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;1;8;M
34;34;28;28;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;6;M
33;33;24;24;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Richer;Urban;2;8;M
29;32;25;29;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;3;F
23;40;21;37;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;2;F
38;42;20;24;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;17;M
48;39;23;21;Higher;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;24;F
46;53;16;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;30;M
32;34;20;22;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;12;M
24;30;18;24;Primary;Primary;LessThanOnceAweek;At least once a week;Poorest;Rural;1;6;M
31;42;15;25;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;16;M
43;41;16;22;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;27;F
41;44;17;20;Primary;Primary;onceAweek;AlmostEveryday;Richest;Urban;4;23;M
26;27;20;21;Secondary;Primary;onceAweek;onceAweek;Poorest;Urban;1;5;F
22;25;18;20;Primary;Secondary;onceAweek;AlmostEveryday;Poorer;Urban;1;4;M
20;21;17;18;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;1;2;M
33;37;20;99;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;12;M
46;48;21;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;3;25;F
41;46;22;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;19;M
35;37;23;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;2;12;M
35;36;22;23;Primary;Primary;NotAtAll;NotAtAll;Richer;Urban;5;13;F
36;40;20;23;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;4;15;F
35;36;14;23;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;4;21;M
25;28;19;22;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;5;F
39;43;20;24;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;19;F
40;41;20;20;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;20;M
44;49;17;23;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;4;26;M
36;48;23;34;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;13;M
38;42;19;24;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;3;18;M
47;52;29;21;Primary;Primary;NotAtAll;NotAtAll;Poorest;Urban;1;17;M
48;48;21;21;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;26;F
36;37;18;20;Primary;Primary;NotAtAll;AlmostEveryday;Richer;Urban;2;18;F
49;53;25;99;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;24;F
37;44;19;27;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;17;M
41;46;17;23;Primary;Primary;AlmostEveryday;At least once a week;Middle;Urban;2;23;M
23;23;21;22;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;1;2;F
32;33;19;24;Secondary;Secondary;onceAweek;NotAtAll;Middle;Urban;3;12;M
24;27;17;20;Secondary;Secondary;NotAtAll;AlmostEveryday;Poorer;Urban;2;7;M
18;24;15;21;Primary;Primary;onceAweek;AlmostEveryday;Poorest;Rural;1;2;F
47;42;31;99;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;16;F
41;44;20;23;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;20;F
41;49;19;30;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Rural;7;22;F
46;51;17;22;Primary;Secondary;NotAtAll;NotAtAll;Richer;Rural;3;29;M
42;47;18;21;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;12;M
24;33;18;27;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;4;M
